ID;Recipe;Page;Season;Favorite;Cooked;Book;Kitchen;Diet;Cover;Keywords;score
226;Quinoa-Porridge mit Bohnen und Miso, deftiger;114; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
227;Baked Beans mit Knusper-Tempeh und Schnittlauchbrot, oriental;116; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
228;Scrambled-Tofu-Brot mit Tomaten-Rucola-Salsa;119; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
229;Kidney-Tempeh-Aufstrich;120; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
230;Paprika-Walnuss-Aufstrich;121; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
231;Curryaufstrich, quarkiger;122; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
232;Pilzaufstrich;124; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
233;Cremiger Spinataufstrich;124; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
234;Rauchiger Umami-Aufstrich;126; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
235;Paprika-Sonnenblumenkern-Aufstrich;127; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
236;Omis Linsenaufstrich;129; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
237;Erbsen-Kräuter-Aufstrich;130; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
238;Schoko-Hasel-Aufstrich;130; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
239;Hirse, Basisrezept;135; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
240;Vollkornreis, Basisrezept;136; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
241;Graupen, Basisrezept;138; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
242;Quinoa, Basisrezept;138; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
243;Kochdinkel, Basisrezept;139; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
244;Vollkorn-Couscous, Basisrezept;139; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
245;Golden-Milk-Couscous;141; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
246;Oriental Quinoa;141; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
247;Quinoa, Oriental;141; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
248;Getreidesalat, mediterraner;142; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
249;Mediterraner Getreidesalat;142; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
250;Nordafrikanischer Paprika-Hirse-Salat;142; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
251;Dinkelrisotto;145; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
252;Rote-Bete-Graupen;146; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
253;Vollkorn-Panzanella;146; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
254;Curry-Reis-Bratlinge, gebackene;148; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
255;Rauchige Hirse-Polenta;150; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
256;Sushireis-Onigiri mit Sesam;150; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
257;Ofenrübchen mit Dill und Orange, geschmorte;157; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
258;Gratiniertes Gemüse mit Asia-Erdnuss-Creme;158; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
259;Karotte al Risotto;158; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
260;Blumenkohl-Steak mit Miso-Zitrus-Marinade;160; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
261;Miso-Zitrus-Marinade, Blumenkohl-Steak mit;160; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
262;Eingemachtes Essig-Gewürz-Gemüse;162; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
263;Sellerie-Pilz-Ceviche mit Heidelbeeren;163; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
264;Blumenkohlcreme;167; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
265;Sellerie-Tagliatelle mit Zitronensahne;168; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
266;Geröstetes Süßkartoffelpüree mit Tahin-Salsa;170; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
267;Blattspinat, Tahin;174; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
268;Pfannen-Blattgemüse, asiatisches;174; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
269;Tahin-Blattspinat;174; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
270;Blattsalat mit Dattelvinaigrette;177; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
271;Blattsalat mit Joghurtdressing;177; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
272;Chermoula, Simple Greens mit;178; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
273;Greens mit Chermoula, simple;178; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
274;Kräutersalat, vietnamesischer;178; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
275;Greens mit Erbsen und Koriander-Ingwer-Sauce;180; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
276;ChlorophylI-Guacamole;183; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
277;Grünkohl-Curry;184; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
278;Palak - indischer scharfer Spinat;184; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
279;Linsen, Aufbewahrung;189; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
280;Linsen, gekocht, Basisrezept;189; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
281;Linsen, Koch- und Einweichzeiten;189; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
282;Bohnen, Aufbewahrung;191; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
283;Bohnen, gekocht, Basisrezept;191; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
284;Bohnen, Koch- und Einweichzeiten;191; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
285;Copiens Linsenhummus;192; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
286;Easy Tofuhack;194; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
287;Mediterraner Bohnensalat;196; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
288;Curry-Leguminosen-Salat;197; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
289;Tempeh-Buletten;200; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
290;Umami-Tofu;201; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
291;Umami-Bohnenpfanne;202; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
292;Saurer Räuchertofu-Salat;204; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
293;Pfeffer-Tempeh-Rahmgeschnetzeltes, grünes;204; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
294;Paneer - Sojakäse;207; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
295;Gremolata, schnelle;211; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
296;Joghurt-Knoblauch-Sauce;211; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
297;Beeren-Ingwer-Chutney;213; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
298;Bananen-Hoisin-Sauce;215; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
299;Umami-Gomasio, smokey;215; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
300;Apfel-Koriander Topping;216; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
301;Sesam-Koriander-Pesto;216; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
302;Cheezy Kürbiskernpesto;218; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
303;Birnen-Basilikum-Walnuss-Topping;220; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
304;Golden-Joghurt-Sauce;220; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
305;Schoko-Haselnuss-Shake mit Kirscheis;224; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
306;Quark-Trifle mit Orangenkompott und Crumble;227; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
307;Apfel-Pancakes mit Joghurt und Heidelbeer-Hanf-Sauce;228; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
308;Vollkorn-Beeren-Tiramisu;231; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
309;Blitz-Dattel-Erdnuss-Schoko-Snack;232; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
310;Peanut Butter Balls mit Pfirsich;232; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
311;Beet-Root-Chai-Nice-Cream;235; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
312;Berry Nice-Cream;235; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
313;Erdbeer-Basilikum-Nice-Cream;235; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
314;Nice-Cream, dreimal, Basis;235; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
315;Nice-Cream, Erdbeer-Basilikum;235; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
316;Nice-Cream;235; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
317;Bananen-Hafer-Cookies mit Rosinen;236; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
318;Carrot Cookie Dough Balls;236; ; ; ;Niko Rittenau, Sebastian Copien - Vegan-Klischee ade! DAS KOCHBUCH; ; Vegan;;;0
319;Hirschschnitzel mit Blaubeer-Preiselbeer-Sauce;227; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
320;Apfelsalat;128; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
321;Dorade aus dem Ofen mit Pfirsich-Rucola-Salat;326; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
322;Hoisin-Huhn, gebrannt;284; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
323;Apfel-Sellerie-Salat;281; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
324;Honigsauerkraut;90; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
325;Doraden-Carpaccio mit Limetten-Honig-Senf-Dip;319; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
326;Hühnersuppe à la Tim;368; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
327;Pfefferschoten-Vinaigrette;323; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
328;Hühnerbrühe;270; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
329;Asia-Blattsalat mit Sesam-Ingwer-Vinaigrette;68; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
330;Hühnerkeulen, gegrillt mit Apfel-Sellerie-Vinaigrette;41; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
331;Auberginen, gebraten mit Tomaten-Vinaigrette;68; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
332;Eier, pochierte;108; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
333;Hühnerkroketten;292; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
334;Auberginenpüree mit gebackenem Hering auf Brot;67; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
335;Entenbrust, gebraten mit Curry-Möhren und Melone;288; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
336;Hühnersuppe;368; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
337;Avocado mit Buttermilch und Granatapfel;381; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
338;Entrecôte »rückwärts« gegart;220; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
339;Erbsensalat, lauwarmer;46; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
340;Ingwersauce;316; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
341;Bananen-Blitz-Eis mit Frucht-Tatar;393; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
342;Feldsalat mit Trauben-Speck-Vinaigrette;38; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
343;Joghurt-Dressing;389; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
344;BBQ-Ente mit gesalzenen Kirschen;278; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
345;Fischfrikadellen mit Honig-Senf-Dip;319; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
346;Forelle, gebraten mit süßen Zitronen;312; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
347;Béchamelsauce;292; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
348;Frucht-Tatar;393; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
349;Beef Tatar klassisch;184; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
350;Frühlingsrollen;355; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
351;Kalbsfrikadellen;219; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
352;Blattsalate mit Joghurt-Dressing und marinierten Beeren;389; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
353;Kalbshackbällchen;154; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
354;Blaubeer-Preiselbeer-Sauce;227; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
355;Gänsekeulen-Confit;274; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
356;Blumenkohl »Bagna Cauda«;99; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
357;Blumenkohlrisotto mit Ziegenkäse;100; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
358;Bœuf Bourguignon;192; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
359;Bohneneintopf mit Grünkohl und Orangen;257; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
360;Geräucherte Makrele mit Bozener Sauce;304; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
361;Glasierter Spinat;107; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
362;Bohnensalat;250; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
363;Gnocchi in Schnittlauch-Butter;351; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
364;Bologneser Ragout;211; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
365;Gratinierte Kartoffeln mit Römersalat;139; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
366;Grünkohl;97; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
367;Brathuhn;273; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
368;Gulasch;188; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
369;Brokkoli, gerösteter;241; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
370;Gurken-Butter-Sauce;320; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
371;Kalbszunge mit süß-saurer Linsen-Vinaigrette;254; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
372;Butter-Pizza;374; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
373;Gurkensalat mit Essig und Öl;45; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
374;Gurkensalat mit Sauerrahm;45; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
375;Kaninchenfilets mit Haselnüssen und geröstetem Brokkoli;241; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
376;Kaninchenkeulen mit Tomaten und dicken Bohnen;203; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
377;Calamaretti;343; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
378;Cordon Bleu;231; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
379;Hackfleisch, knuspriges;234; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
380;Kartoffelkuchen, herzhaft;356; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
381;Cremespinat mit pochierten Eiern;108; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
382;Curry-Möhren;288; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
383;Hering, gebackener;67; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
384;Himbeer-Vinaigrette;165; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
385;Kartoffeln, geröstet;339; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
386;Kartoffeln, gratiniert mit Römersalat;139; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
387;Kartoffelsalat, klassisch mit Ei und Kresse;144; ; ; ;Tim Mälzer - Die Küche; ; ;;;0
388;Adonis;158; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
389;Beach of Paradise;271; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
390;After Eight;144; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
391;Beauty;271; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
392;Afternoon;260; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
393;Bellini;226; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
394;Alien;270; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
395;Bitter Wodka;159; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
396;Amaretto Flirt;224; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
397;Black Russian;183; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
398;Amaretto Misery;238; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
399;Bloody Mary;145; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
400;Amaretto Sour;248; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
401;Blow;159; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
402;Amaretto Sunrise;158; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
403;Blue Angel;239; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
404;Ananas Dream;224; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
405;Blue Daiquiri;212; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
406;Aperol Illusion;144; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
407;Blue Honey;184; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
408;Aperol Royal;225; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
409;Blue Margarita;212; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
410;Aperol Sour;248; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
411;Blue Moon;160; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
412;Apricot Fizz;249; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
413;Blue Wonder;146; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
414;Apricot Flower;225; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
415;Bounty;184; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
416;Apricot Sour;249; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
417;Bounty Sunrise;185; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
418;Asta Flip;158; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
419;Bourbon Highball;239; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
420;B52; ; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
421;Brandy Alexander;185; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
422;Baileys Colada;209; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
423;Brasilia;260; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
424;Banana Fresh;182; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
425;Brazil; ; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
426;Banana Kiss;225; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
427;Brown Bunny; ; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
428;Bar 37;182; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
429;Brown Sugar; ; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
430;Batida de Carneval;226; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
431;Batida de Coco;183; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
432;Batida Sunrise;238; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
433;Café Caen;261; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
434;Café Tropical;186; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
435;Caipirinha;160; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
436;Caipirissima;163; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
437;Caipirovka;162; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
438;Campari Orange;240; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
439;Campari Soda;240; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
440;Car Punch;272; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
441;Carabinieri;163; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
442;Caribean;271; ; ; ;DUMONTS KLEINES LEXIKON DER COCKTAILS; Bar; ;;;0
