ID;Recipe;Page;Season;Favorite;Cooked;Book;Kitchen;Diet;Cover;Keywords;score
1860;Grießschnitten mit Pilzen;42;;;;Kintrup - Vegan für Faule;;;;;0
1861;Grillgemüse mit Limetten;104;;;;Kintrup - Vegan für Faule;;;;;0
1862;Grillwürstchen (vegan);100;;;;Kintrup - Vegan für Faule;;;;;0
1863;Kartoffelsuppe;49;;;;Kintrup - Vegan für Faule;;;;;0
1864;Krautnudeln;50;;;;Kintrup - Vegan für Faule;;;;;0
1865;Haselnüsse: Hafer-Nuss-Shake;21;;;;Kintrup - Vegan für Faule;;;;;0
1866;Himbeer-Kokos-Kuchen;127;;;;Kintrup - Vegan für Faule;;;;;0
1867;Schoko-Himbeer-Crunch;121;;;;Kintrup - Vegan für Faule;;;;;0
1868;Kartoffeln;37;;;;Kintrup - Vegan für Faule;;;;;0
1869;Zerdrückte Ofenkartoffeln;44;;;;Kintrup - Vegan für Faule;;;;;0
1870;Kichererbsen (gegart);80;;;;Kintrup - Vegan für Faule;;;;;0
1871;Kichererbsen-Masala;93;;;;Kintrup - Vegan für Faule;;;;;0
1872;Tomatensalat mit Kichererbsen;82;;;;Kintrup - Vegan für Faule;;;;;0
1873;Klare Zitronengrassuppe;86;;;;Kintrup - Vegan für Faule;;;;;0
1874;Knoblauch;101;;;;Kintrup - Vegan für Faule;;;;;0
1875;Geröstetes Asia-Müsli;18;;;;Kintrup - Vegan für Faule;;;;;0
1876;Kokos-Milchreis-Brulée;122;;;;Kintrup - Vegan für Faule;;;;;0
1877;Mango-Möhren-Suppe;87;;;;Kintrup - Vegan für Faule;;;;;0
1878;Kokosraspel: Himbeer-Kokos-Kuchen;127;;;;Kintrup - Vegan für Faule;;;;;0
1879;Kräuterpfannkuchen mit Pilzen;54;;;;Kintrup - Vegan für Faule;;;;;0
1880;Kürbis-Sanddor-Suppe;48;;;;Kintrup - Vegan für Faule;;;;;0
1881;Lassi: Aprikosen-Kokos-Lassi;120;;;;Kintrup - Vegan für Faule;;;;;0
1882;Limetten: Grillgemüse mit Limetten;104;;;;Kintrup - Vegan für Faule;;;;;0
1883;Paprika-Rucola-Salat;71;;;;Kintrup - Vegan für Faule;;;;;0
1884;Rote-Linsen-Suppe mit Spinat;86;;;;Kintrup - Vegan für Faule;;;;;0
1885;Sesam-Süßkartoffeln mit Mojo;67;;;;Kintrup - Vegan für Faule;;;;;0
1886;Teriyaki-Tofu;112;;;;Kintrup - Vegan für Faule;;;;;0
1887;Warmer Möhrensalat;84;;;;Kintrup - Vegan für Faule;;;;;0
1888;Mais: Bohnen-Mais-Patties;106;;;;Kintrup - Vegan für Faule;;;;;0
1889;Mandarinenkuchen;126;;;;Kintrup - Vegan für Faule;;;;;0
1890;Steinpilzrisotto mit Tomaten;74;;;;Kintrup - Vegan für Faule;;;;;0
1891;Orient-Mandelkuchen;126;;;;Kintrup - Vegan für Faule;;;;;0
1892;Schoko-Kirsch-Kuchen;127;;;;Kintrup - Vegan für Faule;;;;;0
1893;Mangochutney;81;;;;Kintrup - Vegan für Faule;;;;;0
1894;Zwiebelkuchen mit Weintrauben;52;;;;Kintrup - Vegan für Faule;;;;;0
1895;Marzipan;117;;;;Kintrup - Vegan für Faule;;;;;0
1896;Möhren-Radicchio-Salat;41;;;;Kintrup - Vegan für Faule;;;;;0
1897;Moio: Sesam-Süßkartoffeln mit Mojo;67;;;;Kintrup - Vegan für Faule;;;;;0
1898;Pancakes: Mandel-Pancakes;28;;;;Kintrup - Vegan für Faule;;;;;0
1899;Süßkartoffel-Paprika-Gemüse;88;;;;Kintrup - Vegan für Faule;;;;;0
1900;Pfannkuchen: Kräuterpfannkuchen mit Pilzen;54;;;;Kintrup - Vegan für Faule;;;;;0
1901;Pflaumenmus: Woknudeln mit Pflaumensauce;96;;;;Kintrup - Vegan für Faule;;;;;0
1902;Porridge: Hirse-Hafer-Porridge;21;;;;Kintrup - Vegan für Faule;;;;;0
1903;Preiselbeeren: Birnen-Preiselbeer-Crumble;130;;;;Kintrup - Vegan für Faule;;;;;0
1904;Radicchio: Möhren-Radicchio-Salat;41;;;;Kintrup - Vegan für Faule;;;;;0
1905;Reismilch: Grießbrei mit Beeren;118;;;;Kintrup - Vegan für Faule;;;;;0
1906;Risotto: Steinpilzrisotto mit Tomaten;74;;;;Kintrup - Vegan für Faule;;;;;0
1907;Rote-Bete-Carpaccio;38;;;;Kintrup - Vegan für Faule;;;;;0
1908;Rucola: Paprika-Rucola-Salat;71;;;;Kintrup - Vegan für Faule;;;;;0
1909;Spargel-Brot-Salat;40;;;;Kintrup - Vegan für Faule;;;;;0
1910;Sanddornsaft: Kürbis-Sanddorn-Suppe;48;;;;Kintrup - Vegan für Faule;;;;;0
1911;Schokolade (vegan);116;;;;Kintrup - Vegan für Faule;;;;;0
1912;Senf;37;;;;Kintrup - Vegan für Faule;;;;;0
1913;Tartelettes aux tomates;68;;;;Kintrup - Vegan für Faule;;;;;0
1914;Shake: Hafer-Nuss-Shake;21;;;;Kintrup - Vegan für Faule;;;;;0
1915;Smoothie: Green-Power-Smoothie;16;;;;Kintrup - Vegan für Faule;;;;;0
1916;Sojajoghurt;117;;;;Kintrup - Vegan für Faule;;;;;0
1917;Tofusticks mit Aioli;67;;;;Kintrup - Vegan für Faule;;;;;0
1918;Sojamilch;15;;;;Kintrup - Vegan für Faule;;;;;0
1919;Kürbis-Sanddorn-Suppe;48;;;;Kintrup - Vegan für Faule;;;;;0
1920;Tatar: Herzhaftes Tatar;25;;;;Kintrup - Vegan für Faule;;;;;0
1921;Gefüllte Paprika mit Couscous;9o;;;;Kintrup - Vegan für Faule;;;;;0
1922;Woknudeln mit Pflaumensauce;96;;;;Kintrup - Vegan für Faule;;;;;0
1923;Wraps: Morgenwraps mit Sesam-creme;32;;;;Kintrup - Vegan für Faule;;;;;0
1924;Woknudeln mit Pflaumen-Sauce;96;;;;Kintrup - Vegan für Faule;;;;;0
1925;Beerenspritz Mit Heimischen Früchten;10;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1926;Carpaccio Vom Rinderfilet;14;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1927;Apfel-Radieserl-Salat Mit Lauwarmem Lachs;16;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1928;Tartar Vom Rinderfilet;18;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1929;Spargelsalat Mit Zitronen-Erdbeeren;20;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1930;Schweinefilet In Chili-Obazda-Sosse;24;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1931;Thai-Suppe;26;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1932;Marinierte Ochsenschulter;28;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1933;Parmaschinken Und Meloneneis;30;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1934;"Kalbsleber ""Berliner Art""";32;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1935;Kalbsrücken Mit Schupfnudeln;34;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1936;Zwiebelrostbraten;36;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1937;Lendensteak Von Der Färse;38;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1938;Saiblingsfilet Mit Kartoffelgemüse;40;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1939;Saltimbocca Von Der Maishähnchenbrust;42;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1940;Rinderfiletspitzen In Cognac-Senf-Sosse;44;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1941;Gelbes Thai Curry;46;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1942;Rehrücken Mit Pilzen;48;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1943;Zander In Der Kartoffelkruste;50;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1944;Gemüse-Bolognese;52;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1945;Kaiserschmarrn;56;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1946;Schokoladensuppe;58;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1947;Roulade Vom Angusrind;62;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1948;Spanferkelkarree Mit Serviettenknödel;64;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1949;Marillenknödel;66;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1950;Bio-Ziegencamembert Gebacken;70;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1951;Saltimbocca Von Der Giggerlbrust;72;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1952;Apfel-Holunder-Joghurt-Mousse;74;;;;Reumann - Handwerk wird zum Genusswerk;;;;;0
1953;Gegrilltes Obst mit Joghurt und Nüssen;114;;;;Klipp - Koch's einfach;;;;;0
1954;Kürbissuppe mit Apfel und Cayenne;88;;;;Klipp - Koch's einfach;;;;;0
1955;Apfelkuchen mit Karamell;56;;;;Klipp - Koch's einfach;;;;;0
1956;Müslimuffins;82;;;;Klipp - Koch's einfach;;;;;0
1957;Halloumi-Spieße;110;;;;Klipp - Koch's einfach;;;;;0
1958;Antipasti-Himmel;111;;;;Klipp - Koch's einfach;;;;;0
1959;Auberginenröllchen;109;;;;Klipp - Koch's einfach;;;;;0
1960;Kuss-Kuss-Pfanne;;;;;Klipp - Koch's einfach;;;;;0
1961;mit Räuchertofu;30;;;;Klipp - Koch's einfach;;;;;0
1962;Avocado mit Füllung;113;;;;Klipp - Koch's einfach;;;;;0
1963;Nacho-Schweinerei;166;;;;Klipp - Koch's einfach;;;;;0
1964;Sandwich mit Kartoffelecken;164;;;;Klipp - Koch's einfach;;;;;0
1965;Bananen-Schoko-Muffins;142;;;;Klipp - Koch's einfach;;;;;0
1966;Bärlauch-Burrito;50;;;;Klipp - Koch's einfach;;;;;0
1967;Basilikum-Humus;140;;;;Klipp - Koch's einfach;;;;;0
1968;Basilikum-Pesto;27;;;;Klipp - Koch's einfach;;;;;0
1969;Salat mit Orange und Spargel;124;;;;Klipp - Koch's einfach;;;;;0
1970;Nudelpfanne;24;;;;Klipp - Koch's einfach;;;;;0
1971;Ravioli mit Tomaten-Ricotta-Füllung;42;;;;Klipp - Koch's einfach;;;;;0
1972;Milchreis mit Kokosmilch und Blaubeerkompott;78;;;;Klipp - Koch's einfach;;;;;0
1973;Müsli im Glas;72;;;;Klipp - Koch's einfach;;;;;0
1974;Fluffkuchen;98;;;;Klipp - Koch's einfach;;;;;0
1975;Flammkuchen mit Kürbiscreme und Ziegenkäse;48;;;;Klipp - Koch's einfach;;;;;0
1976;Sandwich mit Kartoffe/ecken;164;;;;Klipp - Koch's einfach;;;;;0
1977;Schneller Schokoauflauf;158;;;;Klipp - Koch's einfach;;;;;0
1978;Bohneneintopf;136;;;;Klipp - Koch's einfach;;;;;0
1979;Bulgursalat;66;;;;Klipp - Koch's einfach;;;;;0
1980;Projekt Burger;53;;;;Klipp - Koch's einfach;;;;;0
1981;Kartoffel-Brokkoli-Salat mit Feta;67;;;;Klipp - Koch's einfach;;;;;0
1982;Chilenische Tomatensalsa;118;;;;Klipp - Koch's einfach;;;;;0
1983;Bunte Schüssel mit Reis;80;;;;Klipp - Koch's einfach;;;;;0
1984;Kartoffeleintopf mit Kokosmilch und Curry;138;;;;Klipp - Koch's einfach;;;;;0
1985;Rührei Deluxe;162;;;;Klipp - Koch's einfach;;;;;0
1986;Kuss-Kuss-Pfanne mit Räuchertofu;30;;;;Klipp - Koch's einfach;;;;;0
1987;Asia-Imbiss-Pfanne;34;;;;Klipp - Koch's einfach;;;;;0
1988;Linsensalat;67;;;;Klipp - Koch's einfach;;;;;0
1989;Strudel mit Birne;46;;;;Klipp - Koch's einfach;;;;;0
1990;Feige Nummer;147;;;;Klipp - Koch's einfach;;;;;0
1991;Fladenecke;74;;;;Klipp - Koch's einfach;;;;;0
1992;Hefeschiffchen;132;;;;Klipp - Koch's einfach;;;;;0
1993;Kartoffeln mit Feta und Tomaten;20;;;;Klipp - Koch's einfach;;;;;0
1994;Omlette;62;;;;Klipp - Koch's einfach;;;;;0
1995;Pfannenpita;44;;;;Klipp - Koch's einfach;;;;;0
1996;Rote-Bete-Salat;116;;;;Klipp - Koch's einfach;;;;;0
1997;Forelle;112;;;;Klipp - Koch's einfach;;;;;0
1998;Knäcke-Ecke;147;;;;Klipp - Koch's einfach;;;;;0
1999;Quarktorte;144;;;;Klipp - Koch's einfach;;;;;0
2000;Linsensalat;66;;;;Klipp - Koch's einfach;;;;;0
2001;Gepimte Yum Yum;168;;;;Klipp - Koch's einfach;;;;;0
2002;Süßkartoffeln mit Roter Bete, Joghurt und Kresse;94;;;;Klipp - Koch's einfach;;;;;0
2003;Spießiger Rosenkohl;146;;;;Klipp - Koch's einfach;;;;;0
2004;Kürbis-Gnocchi mit Gorgonzola und Spinat;40;;;;Klipp - Koch's einfach;;;;;0
2005;Salat mit Himbeerdressing;126;;;;Klipp - Koch's einfach;;;;;0
2006;Quiche;70;;;;Klipp - Koch's einfach;;;;;0
2007;Gurken-Spinat-Salat mit Joghurt und Sesam;96;;;;Klipp - Koch's einfach;;;;;0
2008;Hack-Pfanne mit griechischen Nudeln;32;;;;Klipp - Koch's einfach;;;;;0
2009;Muslimuffins;82;;;;Klipp - Koch's einfach;;;;;0
2010;Kürbisbrot mit Nusskruste;64;;;;Klipp - Koch's einfach;;;;;0
2011;Nussfladen;23;;;;Klipp - Koch's einfach;;;;;0
2012;Focaccia;122;;;;Klipp - Koch's einfach;;;;;0
2013;Pizza;156;;;;Klipp - Koch's einfach;;;;;0
2014;Projekt Burger;52;;;;Klipp - Koch's einfach;;;;;0
2015;Walnuss-Baguettini;134;;;;Klipp - Koch's einfach;;;;;0
2016;Lachs mit Spargel und Kartoffel-Sellerie-Stampf;100;;;;Klipp - Koch's einfach;;;;;0
2017;Kartoffeleintopf mit Kokosmilch und Curry;138;;;;Klipp - Koch's einfach;;;;;0
2018;Indisches Linsencurry mit Minz-Joghurt und Naan-Brot;92;;;;Klipp - Koch's einfach;;;;;0
2019;Shakshuka;22;;;;Klipp - Koch's einfach;;;;;0
2020;Harissa;118;;;;Klipp - Koch's einfach;;;;;0
2021;Nussfladen;25;;;;Klipp - Koch's einfach;;;;;0
2022;Burrito;50;;;;Klipp - Koch's einfach;;;;;0
2023;Rote-Bete-Humus;140;;;;Klipp - Koch's einfach;;;;;0
2024;Kartoffeleintopf mit Kokosmilch und Curry;158;;;;Klipp - Koch's einfach;;;;;0
2025;One-Pot-Reis mit Gedöns;76;;;;Klipp - Koch's einfach;;;;;0
2026;Eistee für Erwachsene;150;;;;Klipp - Koch's einfach;;;;;0
2027;Möhrendip mit Kümmel;140;;;;Klipp - Koch's einfach;;;;;0
2028;Gefüllte Pfannkuchen;160;;;;Klipp - Koch's einfach;;;;;0
2029;Nudelsalat;148;;;;Klipp - Koch's einfach;;;;;0
2030;Gegrilltes Obst mit Joghurt und Nüssen;114;;;;Klipp - Koch's einfach;;;;;0
2031;Paprika-Pesto;26;;;;Klipp - Koch's einfach;;;;;0
2032;Gremolata;118;;;;Klipp - Koch's einfach;;;;;0
2033;Ravioli mit Tomaten-Risotto;90;;;;Klipp - Koch's einfach;;;;;0
2034;Ricotta-Füllung;42;;;;Klipp - Koch's einfach;;;;;0
2035;Steinpilz-Ricotta-Pesto;26;;;;Klipp - Koch's einfach;;;;;0
2036;Krautsalat;45;;;;Klipp - Koch's einfach;;;;;0
2037;Salat mit Himbeerdressing;127;;;;Klipp - Koch's einfach;;;;;0
2038;Würziger Kartoffeleintopf mit Kokosmilch und Curry;138;;;;Klipp - Koch's einfach;;;;;0
2039;Champignons gefüllt mit Ziegenkäse und Spinat;108;;;;Klipp - Koch's einfach;;;;;0
2040;Frühstückspfanne;28;;;;Klipp - Koch's einfach;;;;;0
2041;Nude/pfanne;24;;;;Klipp - Koch's einfach;;;;;0
2042;Steak aus der Spülmaschine;102;;;;Klipp - Koch's einfach;;;;;0
2043;Vanillesauce;47;;;;Klipp - Koch's einfach;;;;;0
